Panel_markerID,Marker_ID
alfalfaRep2vsXJDY1_shared_1492425,alfalfaRep2vsXJDY1_shared_1492425
alfalfaRep2vsXJDY1_shared_1492908,alfalfaRep2vsXJDY1_shared_1492908
alfalfaRep2vsXJDY1_shared_1493545,alfalfaRep2vsXJDY1_shared_1493545
alfalfaRep2vsXJDY1_shared_1494899,alfalfaRep2vsXJDY1_shared_1494899
alfalfaRep2vsXJDY1_shared_1495887,alfalfaRep2vsXJDY1_shared_1495887
alfalfaRep2vsXJDY1_shared_1496493,alfalfaRep2vsXJDY1_shared_1496493
alfalfaRep2vsXJDY1_shared_1497425,alfalfaRep2vsXJDY1_shared_1497425
alfalfaRep2vsXJDY1_shared_149743,alfalfaRep2vsXJDY1_shared_149743
alfalfaRep2vsXJDY1_shared_1497883,alfalfaRep2vsXJDY1_shared_1497883
alfalfaRep2vsXJDY1_shared_1498418,alfalfaRep2vsXJDY1_shared_1498418
alfalfaRep2vsXJDY1_shared_1498730,alfalfaRep2vsXJDY1_shared_1498730
alfalfaRep2vsXJDY1_shared_1499370,alfalfaRep2vsXJDY1_shared_1499370
alfalfaRep2vsXJDY1_shared_1500397,alfalfaRep2vsXJDY1_shared_1500397
alfalfaRep2vsXJDY1_shared_1501721,alfalfaRep2vsXJDY1_shared_1501721
alfalfaRep2vsXJDY1_shared_1502410,alfalfaRep2vsXJDY1_shared_1502410
alfalfaRep2vsXJDY1_shared_1502813,alfalfaRep2vsXJDY1_shared_1502813
alfalfaRep2vsXJDY1_shared_1503269,alfalfaRep2vsXJDY1_shared_1503269
alfalfaRep2vsXJDY1_shared_1503836,alfalfaRep2vsXJDY1_shared_1503836
alfalfaRep2vsXJDY1_shared_1504915,alfalfaRep2vsXJDY1_shared_1504915
alfalfaRep2vsXJDY1_shared_1505935,alfalfaRep2vsXJDY1_shared_1505935
alfalfaRep2vsXJDY1_shared_1506567,alfalfaRep2vsXJDY1_shared_1506567
alfalfaRep2vsXJDY1_shared_1507457,alfalfaRep2vsXJDY1_shared_1507457
alfalfaRep2vsXJDY1_shared_1508134,alfalfaRep2vsXJDY1_shared_1508134
alfalfaRep2vsXJDY1_shared_1509072,alfalfaRep2vsXJDY1_shared_1509072
alfalfaRep2vsXJDY1_shared_1509758,alfalfaRep2vsXJDY1_shared_1509758
alfalfaRep2vsXJDY1_shared_1510805,alfalfaRep2vsXJDY1_shared_1510805
alfalfaRep2vsXJDY1_shared_1511857,alfalfaRep2vsXJDY1_shared_1511857
alfalfaRep2vsXJDY1_shared_1512469,alfalfaRep2vsXJDY1_shared_1512469
alfalfaRep2vsXJDY1_shared_1513324,alfalfaRep2vsXJDY1_shared_1513324
alfalfaRep2vsXJDY1_shared_15134,alfalfaRep2vsXJDY1_shared_15134
alfalfaRep2vsXJDY1_shared_151419,alfalfaRep2vsXJDY1_shared_151419
alfalfaRep2vsXJDY1_shared_1514496,alfalfaRep2vsXJDY1_shared_1514496
alfalfaRep2vsXJDY1_shared_1515059,alfalfaRep2vsXJDY1_shared_1515059
alfalfaRep2vsXJDY1_shared_1515782,alfalfaRep2vsXJDY1_shared_1515782
alfalfaRep2vsXJDY1_shared_1516249,alfalfaRep2vsXJDY1_shared_1516249
alfalfaRep2vsXJDY1_shared_1516998,alfalfaRep2vsXJDY1_shared_1516998
alfalfaRep2vsXJDY1_shared_1518007,alfalfaRep2vsXJDY1_shared_1518007
alfalfaRep2vsXJDY1_shared_1518688,alfalfaRep2vsXJDY1_shared_1518688
alfalfaRep2vsXJDY1_shared_1519469,alfalfaRep2vsXJDY1_shared_1519469
alfalfaRep2vsXJDY1_shared_1520044,alfalfaRep2vsXJDY1_shared_1520044
alfalfaRep2vsXJDY1_shared_1520318,alfalfaRep2vsXJDY1_shared_1520318
alfalfaRep2vsXJDY1_shared_1521023,alfalfaRep2vsXJDY1_shared_1521023
alfalfaRep2vsXJDY1_shared_1521577,alfalfaRep2vsXJDY1_shared_1521577
alfalfaRep2vsXJDY1_shared_1522492,alfalfaRep2vsXJDY1_shared_1522492
alfalfaRep2vsXJDY1_shared_1523728,alfalfaRep2vsXJDY1_shared_1523728
alfalfaRep2vsXJDY1_shared_1524204,alfalfaRep2vsXJDY1_shared_1524204
alfalfaRep2vsXJDY1_shared_1524844,alfalfaRep2vsXJDY1_shared_1524844
alfalfaRep2vsXJDY1_shared_152608,alfalfaRep2vsXJDY1_shared_152608
alfalfaRep2vsXJDY1_shared_1526156,alfalfaRep2vsXJDY1_shared_1526156
alfalfaRep2vsXJDY1_shared_1528403,alfalfaRep2vsXJDY1_shared_1528403
alfalfaRep2vsXJDY1_shared_1529725,alfalfaRep2vsXJDY1_shared_1529725
alfalfaRep2vsXJDY1_shared_1530986,alfalfaRep2vsXJDY1_shared_1530986
alfalfaRep2vsXJDY1_shared_1532584,alfalfaRep2vsXJDY1_shared_1532584
alfalfaRep2vsXJDY1_shared_1533316,alfalfaRep2vsXJDY1_shared_1533316
alfalfaRep2vsXJDY1_shared_1533882,alfalfaRep2vsXJDY1_shared_1533882
alfalfaRep2vsXJDY1_shared_1534876,alfalfaRep2vsXJDY1_shared_1534876
alfalfaRep2vsXJDY1_shared_1537283,alfalfaRep2vsXJDY1_shared_1537283
alfalfaRep2vsXJDY1_shared_1537684,alfalfaRep2vsXJDY1_shared_1537684
alfalfaRep2vsXJDY1_shared_1539508,alfalfaRep2vsXJDY1_shared_1539508
alfalfaRep2vsXJDY1_shared_1539731,alfalfaRep2vsXJDY1_shared_1539731
alfalfaRep2vsXJDY1_shared_154003,alfalfaRep2vsXJDY1_shared_154003
alfalfaRep2vsXJDY1_shared_1541708,alfalfaRep2vsXJDY1_shared_1541708
alfalfaRep2vsXJDY1_shared_1544009,alfalfaRep2vsXJDY1_shared_1544009
alfalfaRep2vsXJDY1_shared_1544120,alfalfaRep2vsXJDY1_shared_1544120
alfalfaRep2vsXJDY1_shared_1545325,alfalfaRep2vsXJDY1_shared_1545325
alfalfaRep2vsXJDY1_shared_1545864,alfalfaRep2vsXJDY1_shared_1545864
alfalfaRep2vsXJDY1_shared_15462,alfalfaRep2vsXJDY1_shared_15462
alfalfaRep2vsXJDY1_shared_1547134,alfalfaRep2vsXJDY1_shared_1547134
alfalfaRep2vsXJDY1_shared_1547938,alfalfaRep2vsXJDY1_shared_1547938
alfalfaRep2vsXJDY1_shared_1549186,alfalfaRep2vsXJDY1_shared_1549186
alfalfaRep2vsXJDY1_shared_1550400,alfalfaRep2vsXJDY1_shared_1550400
alfalfaRep2vsXJDY1_shared_155068,alfalfaRep2vsXJDY1_shared_155068
alfalfaRep2vsXJDY1_shared_1551217,alfalfaRep2vsXJDY1_shared_1551217
alfalfaRep2vsXJDY1_shared_1552306,alfalfaRep2vsXJDY1_shared_1552306
alfalfaRep2vsXJDY1_shared_1552984,alfalfaRep2vsXJDY1_shared_1552984
alfalfaRep2vsXJDY1_shared_1553209,alfalfaRep2vsXJDY1_shared_1553209
alfalfaRep2vsXJDY1_shared_1554364,alfalfaRep2vsXJDY1_shared_1554364
alfalfaRep2vsXJDY1_shared_1554987,alfalfaRep2vsXJDY1_shared_1554987
alfalfaRep2vsXJDY1_shared_1555766,alfalfaRep2vsXJDY1_shared_1555766
alfalfaRep2vsXJDY1_shared_155840,alfalfaRep2vsXJDY1_shared_155840
alfalfaRep2vsXJDY1_shared_1558467,alfalfaRep2vsXJDY1_shared_1558467
alfalfaRep2vsXJDY1_shared_1558768,alfalfaRep2vsXJDY1_shared_1558768
alfalfaRep2vsXJDY1_shared_1559355,alfalfaRep2vsXJDY1_shared_1559355
alfalfaRep2vsXJDY1_shared_1559854,alfalfaRep2vsXJDY1_shared_1559854
alfalfaRep2vsXJDY1_shared_1560807,alfalfaRep2vsXJDY1_shared_1560807
alfalfaRep2vsXJDY1_shared_1561993,alfalfaRep2vsXJDY1_shared_1561993
alfalfaRep2vsXJDY1_shared_1562163,alfalfaRep2vsXJDY1_shared_1562163
alfalfaRep2vsXJDY1_shared_1562608,alfalfaRep2vsXJDY1_shared_1562608
alfalfaRep2vsXJDY1_shared_1563741,alfalfaRep2vsXJDY1_shared_1563741
alfalfaRep2vsXJDY1_shared_1564855,alfalfaRep2vsXJDY1_shared_1564855
alfalfaRep2vsXJDY1_shared_1565062,alfalfaRep2vsXJDY1_shared_1565062
alfalfaRep2vsXJDY1_shared_1566005,alfalfaRep2vsXJDY1_shared_1566005
alfalfaRep2vsXJDY1_shared_1566708,alfalfaRep2vsXJDY1_shared_1566708
alfalfaRep2vsXJDY1_shared_1567758,alfalfaRep2vsXJDY1_shared_1567758
alfalfaRep2vsXJDY1_shared_1569030,alfalfaRep2vsXJDY1_shared_1569030
alfalfaRep2vsXJDY1_shared_1570632,alfalfaRep2vsXJDY1_shared_1570632
alfalfaRep2vsXJDY1_shared_1570795,alfalfaRep2vsXJDY1_shared_1570795
alfalfaRep2vsXJDY1_shared_1572501,alfalfaRep2vsXJDY1_shared_1572501
alfalfaRep2vsXJDY1_shared_1572792,alfalfaRep2vsXJDY1_shared_1572792
alfalfaRep2vsXJDY1_shared_1573969,alfalfaRep2vsXJDY1_shared_1573969
alfalfaRep2vsXJDY1_shared_157417,alfalfaRep2vsXJDY1_shared_157417
alfalfaRep2vsXJDY1_shared_1574493,alfalfaRep2vsXJDY1_shared_1574493
alfalfaRep2vsXJDY1_shared_1575572,alfalfaRep2vsXJDY1_shared_1575572
alfalfaRep2vsXJDY1_shared_1576634,alfalfaRep2vsXJDY1_shared_1576634
alfalfaRep2vsXJDY1_shared_157689,alfalfaRep2vsXJDY1_shared_157689
alfalfaRep2vsXJDY1_shared_1577215,alfalfaRep2vsXJDY1_shared_1577215
alfalfaRep2vsXJDY1_shared_1578613,alfalfaRep2vsXJDY1_shared_1578613
alfalfaRep2vsXJDY1_shared_1581759,alfalfaRep2vsXJDY1_shared_1581759
alfalfaRep2vsXJDY1_shared_1582098,alfalfaRep2vsXJDY1_shared_1582098
alfalfaRep2vsXJDY1_shared_1582717,alfalfaRep2vsXJDY1_shared_1582717
alfalfaRep2vsXJDY1_shared_1584212,alfalfaRep2vsXJDY1_shared_1584212
alfalfaRep2vsXJDY1_shared_1584751,alfalfaRep2vsXJDY1_shared_1584751
alfalfaRep2vsXJDY1_shared_1585762,alfalfaRep2vsXJDY1_shared_1585762
alfalfaRep2vsXJDY1_shared_1586481,alfalfaRep2vsXJDY1_shared_1586481
alfalfaRep2vsXJDY1_shared_1587640,alfalfaRep2vsXJDY1_shared_1587640
alfalfaRep2vsXJDY1_shared_1588667,alfalfaRep2vsXJDY1_shared_1588667
alfalfaRep2vsXJDY1_shared_1589532,alfalfaRep2vsXJDY1_shared_1589532
alfalfaRep2vsXJDY1_shared_158955,alfalfaRep2vsXJDY1_shared_158955
alfalfaRep2vsXJDY1_shared_1590303,alfalfaRep2vsXJDY1_shared_1590303
alfalfaRep2vsXJDY1_shared_1590994,alfalfaRep2vsXJDY1_shared_1590994
alfalfaRep2vsXJDY1_shared_1591639,alfalfaRep2vsXJDY1_shared_1591639
alfalfaRep2vsXJDY1_shared_1591937,alfalfaRep2vsXJDY1_shared_1591937
alfalfaRep2vsXJDY1_shared_1592791,alfalfaRep2vsXJDY1_shared_1592791
alfalfaRep2vsXJDY1_shared_1593728,alfalfaRep2vsXJDY1_shared_1593728
alfalfaRep2vsXJDY1_shared_1595120,alfalfaRep2vsXJDY1_shared_1595120
alfalfaRep2vsXJDY1_shared_159530,alfalfaRep2vsXJDY1_shared_159530
alfalfaRep2vsXJDY1_shared_1596648,alfalfaRep2vsXJDY1_shared_1596648
alfalfaRep2vsXJDY1_shared_1597558,alfalfaRep2vsXJDY1_shared_1597558
alfalfaRep2vsXJDY1_shared_1599551,alfalfaRep2vsXJDY1_shared_1599551
alfalfaRep2vsXJDY1_shared_1600460,alfalfaRep2vsXJDY1_shared_1600460
alfalfaRep2vsXJDY1_shared_1601093,alfalfaRep2vsXJDY1_shared_1601093
alfalfaRep2vsXJDY1_shared_160163,alfalfaRep2vsXJDY1_shared_160163
alfalfaRep2vsXJDY1_shared_1601874,alfalfaRep2vsXJDY1_shared_1601874
alfalfaRep2vsXJDY1_shared_1602652,alfalfaRep2vsXJDY1_shared_1602652
alfalfaRep2vsXJDY1_shared_160318,alfalfaRep2vsXJDY1_shared_160318
alfalfaRep2vsXJDY1_shared_1603485,alfalfaRep2vsXJDY1_shared_1603485
alfalfaRep2vsXJDY1_shared_1603984,alfalfaRep2vsXJDY1_shared_1603984
alfalfaRep2vsXJDY1_shared_1604326,alfalfaRep2vsXJDY1_shared_1604326
alfalfaRep2vsXJDY1_shared_1604587,alfalfaRep2vsXJDY1_shared_1604587
alfalfaRep2vsXJDY1_shared_1605065,alfalfaRep2vsXJDY1_shared_1605065
alfalfaRep2vsXJDY1_shared_1606395,alfalfaRep2vsXJDY1_shared_1606395
alfalfaRep2vsXJDY1_shared_1606665,alfalfaRep2vsXJDY1_shared_1606665
alfalfaRep2vsXJDY1_shared_1607394,alfalfaRep2vsXJDY1_shared_1607394
alfalfaRep2vsXJDY1_shared_1608295,alfalfaRep2vsXJDY1_shared_1608295
alfalfaRep2vsXJDY1_shared_1608640,alfalfaRep2vsXJDY1_shared_1608640
alfalfaRep2vsXJDY1_shared_1610401,alfalfaRep2vsXJDY1_shared_1610401
alfalfaRep2vsXJDY1_shared_1610674,alfalfaRep2vsXJDY1_shared_1610674
alfalfaRep2vsXJDY1_shared_1611665,alfalfaRep2vsXJDY1_shared_1611665
alfalfaRep2vsXJDY1_shared_1611902,alfalfaRep2vsXJDY1_shared_1611902
alfalfaRep2vsXJDY1_shared_1613636,alfalfaRep2vsXJDY1_shared_1613636
alfalfaRep2vsXJDY1_shared_1614282,alfalfaRep2vsXJDY1_shared_1614282
alfalfaRep2vsXJDY1_shared_1615934,alfalfaRep2vsXJDY1_shared_1615934
alfalfaRep2vsXJDY1_shared_1616443,alfalfaRep2vsXJDY1_shared_1616443
alfalfaRep2vsXJDY1_shared_1618049,alfalfaRep2vsXJDY1_shared_1618049
alfalfaRep2vsXJDY1_shared_1618697,alfalfaRep2vsXJDY1_shared_1618697
alfalfaRep2vsXJDY1_shared_1619942,alfalfaRep2vsXJDY1_shared_1619942
alfalfaRep2vsXJDY1_shared_1621581,alfalfaRep2vsXJDY1_shared_1621581
alfalfaRep2vsXJDY1_shared_1622145,alfalfaRep2vsXJDY1_shared_1622145
alfalfaRep2vsXJDY1_shared_1624020,alfalfaRep2vsXJDY1_shared_1624020
alfalfaRep2vsXJDY1_shared_162460,alfalfaRep2vsXJDY1_shared_162460
alfalfaRep2vsXJDY1_shared_1624770,alfalfaRep2vsXJDY1_shared_1624770
alfalfaRep2vsXJDY1_shared_1625242,alfalfaRep2vsXJDY1_shared_1625242
alfalfaRep2vsXJDY1_shared_1625823,alfalfaRep2vsXJDY1_shared_1625823
alfalfaRep2vsXJDY1_shared_1626305,alfalfaRep2vsXJDY1_shared_1626305
alfalfaRep2vsXJDY1_shared_1627723,alfalfaRep2vsXJDY1_shared_1627723
alfalfaRep2vsXJDY1_shared_1628845,alfalfaRep2vsXJDY1_shared_1628845
alfalfaRep2vsXJDY1_shared_1630263,alfalfaRep2vsXJDY1_shared_1630263
alfalfaRep2vsXJDY1_shared_1630674,alfalfaRep2vsXJDY1_shared_1630674
alfalfaRep2vsXJDY1_shared_1631506,alfalfaRep2vsXJDY1_shared_1631506
alfalfaRep2vsXJDY1_shared_1631724,alfalfaRep2vsXJDY1_shared_1631724
alfalfaRep2vsXJDY1_shared_1631884,alfalfaRep2vsXJDY1_shared_1631884
alfalfaRep2vsXJDY1_shared_1632518,alfalfaRep2vsXJDY1_shared_1632518
alfalfaRep2vsXJDY1_shared_1632770,alfalfaRep2vsXJDY1_shared_1632770
alfalfaRep2vsXJDY1_shared_1635008,alfalfaRep2vsXJDY1_shared_1635008
alfalfaRep2vsXJDY1_shared_1635403,alfalfaRep2vsXJDY1_shared_1635403
alfalfaRep2vsXJDY1_shared_1635835,alfalfaRep2vsXJDY1_shared_1635835
alfalfaRep2vsXJDY1_shared_1635982,alfalfaRep2vsXJDY1_shared_1635982
alfalfaRep2vsXJDY1_shared_1636573,alfalfaRep2vsXJDY1_shared_1636573
alfalfaRep2vsXJDY1_shared_1637022,alfalfaRep2vsXJDY1_shared_1637022
alfalfaRep2vsXJDY1_shared_1638435,alfalfaRep2vsXJDY1_shared_1638435
alfalfaRep2vsXJDY1_shared_163852,alfalfaRep2vsXJDY1_shared_163852
alfalfaRep2vsXJDY1_shared_16392,alfalfaRep2vsXJDY1_shared_16392
alfalfaRep2vsXJDY1_shared_1639332,alfalfaRep2vsXJDY1_shared_1639332
alfalfaRep2vsXJDY1_shared_1639862,alfalfaRep2vsXJDY1_shared_1639862
alfalfaRep2vsXJDY1_shared_1640335,alfalfaRep2vsXJDY1_shared_1640335
alfalfaRep2vsXJDY1_shared_1640678,alfalfaRep2vsXJDY1_shared_1640678
alfalfaRep2vsXJDY1_shared_1641153,alfalfaRep2vsXJDY1_shared_1641153
alfalfaRep2vsXJDY1_shared_1642045,alfalfaRep2vsXJDY1_shared_1642045
alfalfaRep2vsXJDY1_shared_1642488,alfalfaRep2vsXJDY1_shared_1642488
alfalfaRep2vsXJDY1_shared_164275,alfalfaRep2vsXJDY1_shared_164275
alfalfaRep2vsXJDY1_shared_1643338,alfalfaRep2vsXJDY1_shared_1643338
alfalfaRep2vsXJDY1_shared_1643923,alfalfaRep2vsXJDY1_shared_1643923
alfalfaRep2vsXJDY1_shared_1644979,alfalfaRep2vsXJDY1_shared_1644979
alfalfaRep2vsXJDY1_shared_1645891,alfalfaRep2vsXJDY1_shared_1645891
alfalfaRep2vsXJDY1_shared_1646099,alfalfaRep2vsXJDY1_shared_1646099
alfalfaRep2vsXJDY1_shared_1647842,alfalfaRep2vsXJDY1_shared_1647842
alfalfaRep2vsXJDY1_shared_164885,alfalfaRep2vsXJDY1_shared_164885
alfalfaRep2vsXJDY1_shared_1648992,alfalfaRep2vsXJDY1_shared_1648992
alfalfaRep2vsXJDY1_shared_1650337,alfalfaRep2vsXJDY1_shared_1650337
alfalfaRep2vsXJDY1_shared_1650901,alfalfaRep2vsXJDY1_shared_1650901
alfalfaRep2vsXJDY1_shared_1651910,alfalfaRep2vsXJDY1_shared_1651910
alfalfaRep2vsXJDY1_shared_1653068,alfalfaRep2vsXJDY1_shared_1653068
alfalfaRep2vsXJDY1_shared_1653567,alfalfaRep2vsXJDY1_shared_1653567
alfalfaRep2vsXJDY1_shared_1653704,alfalfaRep2vsXJDY1_shared_1653704
alfalfaRep2vsXJDY1_shared_1655418,alfalfaRep2vsXJDY1_shared_1655418
alfalfaRep2vsXJDY1_shared_1656928,alfalfaRep2vsXJDY1_shared_1656928
alfalfaRep2vsXJDY1_shared_165800,alfalfaRep2vsXJDY1_shared_165800
alfalfaRep2vsXJDY1_shared_1658288,alfalfaRep2vsXJDY1_shared_1658288
alfalfaRep2vsXJDY1_shared_1658948,alfalfaRep2vsXJDY1_shared_1658948
alfalfaRep2vsXJDY1_shared_1660704,alfalfaRep2vsXJDY1_shared_1660704
alfalfaRep2vsXJDY1_shared_1661049,alfalfaRep2vsXJDY1_shared_1661049
alfalfaRep2vsXJDY1_shared_166117,alfalfaRep2vsXJDY1_shared_166117
alfalfaRep2vsXJDY1_shared_1661292,alfalfaRep2vsXJDY1_shared_1661292
alfalfaRep2vsXJDY1_shared_1661777,alfalfaRep2vsXJDY1_shared_1661777
alfalfaRep2vsXJDY1_shared_1662003,alfalfaRep2vsXJDY1_shared_1662003
alfalfaRep2vsXJDY1_shared_1663496,alfalfaRep2vsXJDY1_shared_1663496
alfalfaRep2vsXJDY1_shared_1664117,alfalfaRep2vsXJDY1_shared_1664117
alfalfaRep2vsXJDY1_shared_166423,alfalfaRep2vsXJDY1_shared_166423
alfalfaRep2vsXJDY1_shared_1665015,alfalfaRep2vsXJDY1_shared_1665015
alfalfaRep2vsXJDY1_shared_1666002,alfalfaRep2vsXJDY1_shared_1666002
alfalfaRep2vsXJDY1_shared_1666557,alfalfaRep2vsXJDY1_shared_1666557
alfalfaRep2vsXJDY1_shared_1667199,alfalfaRep2vsXJDY1_shared_1667199
alfalfaRep2vsXJDY1_shared_1667335,alfalfaRep2vsXJDY1_shared_1667335
alfalfaRep2vsXJDY1_shared_1668419,alfalfaRep2vsXJDY1_shared_1668419
alfalfaRep2vsXJDY1_shared_1668786,alfalfaRep2vsXJDY1_shared_1668786
alfalfaRep2vsXJDY1_shared_1669804,alfalfaRep2vsXJDY1_shared_1669804
alfalfaRep2vsXJDY1_shared_1670895,alfalfaRep2vsXJDY1_shared_1670895
alfalfaRep2vsXJDY1_shared_167114,alfalfaRep2vsXJDY1_shared_167114
alfalfaRep2vsXJDY1_shared_1671786,alfalfaRep2vsXJDY1_shared_1671786
alfalfaRep2vsXJDY1_shared_1672894,alfalfaRep2vsXJDY1_shared_1672894
alfalfaRep2vsXJDY1_shared_1673926,alfalfaRep2vsXJDY1_shared_1673926
alfalfaRep2vsXJDY1_shared_1674264,alfalfaRep2vsXJDY1_shared_1674264
alfalfaRep2vsXJDY1_shared_1674444,alfalfaRep2vsXJDY1_shared_1674444
alfalfaRep2vsXJDY1_shared_1675555,alfalfaRep2vsXJDY1_shared_1675555
alfalfaRep2vsXJDY1_shared_1676671,alfalfaRep2vsXJDY1_shared_1676671
alfalfaRep2vsXJDY1_shared_1677294,alfalfaRep2vsXJDY1_shared_1677294
alfalfaRep2vsXJDY1_shared_1677788,alfalfaRep2vsXJDY1_shared_1677788
alfalfaRep2vsXJDY1_shared_1678412,alfalfaRep2vsXJDY1_shared_1678412
alfalfaRep2vsXJDY1_shared_1679109,alfalfaRep2vsXJDY1_shared_1679109
alfalfaRep2vsXJDY1_shared_167960,alfalfaRep2vsXJDY1_shared_167960
alfalfaRep2vsXJDY1_shared_1679900,alfalfaRep2vsXJDY1_shared_1679900
alfalfaRep2vsXJDY1_shared_1680385,alfalfaRep2vsXJDY1_shared_1680385
alfalfaRep2vsXJDY1_shared_1681462,alfalfaRep2vsXJDY1_shared_1681462
alfalfaRep2vsXJDY1_shared_1682595,alfalfaRep2vsXJDY1_shared_1682595
alfalfaRep2vsXJDY1_shared_168289,alfalfaRep2vsXJDY1_shared_168289
alfalfaRep2vsXJDY1_shared_1683253,alfalfaRep2vsXJDY1_shared_1683253
alfalfaRep2vsXJDY1_shared_16839,alfalfaRep2vsXJDY1_shared_16839
alfalfaRep2vsXJDY1_shared_1684585,alfalfaRep2vsXJDY1_shared_1684585
alfalfaRep2vsXJDY1_shared_1684777,alfalfaRep2vsXJDY1_shared_1684777
alfalfaRep2vsXJDY1_shared_1685738,alfalfaRep2vsXJDY1_shared_1685738
alfalfaRep2vsXJDY1_shared_1686164,alfalfaRep2vsXJDY1_shared_1686164
alfalfaRep2vsXJDY1_shared_1686515,alfalfaRep2vsXJDY1_shared_1686515
alfalfaRep2vsXJDY1_shared_1687589,alfalfaRep2vsXJDY1_shared_1687589
alfalfaRep2vsXJDY1_shared_1687828,alfalfaRep2vsXJDY1_shared_1687828
alfalfaRep2vsXJDY1_shared_1688719,alfalfaRep2vsXJDY1_shared_1688719
alfalfaRep2vsXJDY1_shared_168959,alfalfaRep2vsXJDY1_shared_168959
alfalfaRep2vsXJDY1_shared_1689725,alfalfaRep2vsXJDY1_shared_1689725
alfalfaRep2vsXJDY1_shared_1690592,alfalfaRep2vsXJDY1_shared_1690592
alfalfaRep2vsXJDY1_shared_1690984,alfalfaRep2vsXJDY1_shared_1690984
alfalfaRep2vsXJDY1_shared_1692225,alfalfaRep2vsXJDY1_shared_1692225
alfalfaRep2vsXJDY1_shared_1692896,alfalfaRep2vsXJDY1_shared_1692896
alfalfaRep2vsXJDY1_shared_1693531,alfalfaRep2vsXJDY1_shared_1693531
alfalfaRep2vsXJDY1_shared_1693940,alfalfaRep2vsXJDY1_shared_1693940
alfalfaRep2vsXJDY1_shared_1694760,alfalfaRep2vsXJDY1_shared_1694760
alfalfaRep2vsXJDY1_shared_1695250,alfalfaRep2vsXJDY1_shared_1695250
alfalfaRep2vsXJDY1_shared_1695677,alfalfaRep2vsXJDY1_shared_1695677
alfalfaRep2vsXJDY1_shared_1696591,alfalfaRep2vsXJDY1_shared_1696591
alfalfaRep2vsXJDY1_shared_1697079,alfalfaRep2vsXJDY1_shared_1697079
alfalfaRep2vsXJDY1_shared_1697430,alfalfaRep2vsXJDY1_shared_1697430
alfalfaRep2vsXJDY1_shared_1698681,alfalfaRep2vsXJDY1_shared_1698681
alfalfaRep2vsXJDY1_shared_1699373,alfalfaRep2vsXJDY1_shared_1699373
alfalfaRep2vsXJDY1_shared_1699532,alfalfaRep2vsXJDY1_shared_1699532
alfalfaRep2vsXJDY1_shared_1699884,alfalfaRep2vsXJDY1_shared_1699884
alfalfaRep2vsXJDY1_shared_1700631,alfalfaRep2vsXJDY1_shared_1700631
alfalfaRep2vsXJDY1_shared_1701512,alfalfaRep2vsXJDY1_shared_1701512
alfalfaRep2vsXJDY1_shared_170279,alfalfaRep2vsXJDY1_shared_170279
alfalfaRep2vsXJDY1_shared_1703201,alfalfaRep2vsXJDY1_shared_1703201
alfalfaRep2vsXJDY1_shared_1704978,alfalfaRep2vsXJDY1_shared_1704978
alfalfaRep2vsXJDY1_shared_1705388,alfalfaRep2vsXJDY1_shared_1705388
alfalfaRep2vsXJDY1_shared_1706366,alfalfaRep2vsXJDY1_shared_1706366
alfalfaRep2vsXJDY1_shared_1706787,alfalfaRep2vsXJDY1_shared_1706787
alfalfaRep2vsXJDY1_shared_1706947,alfalfaRep2vsXJDY1_shared_1706947
alfalfaRep2vsXJDY1_shared_1707272,alfalfaRep2vsXJDY1_shared_1707272
alfalfaRep2vsXJDY1_shared_170751,alfalfaRep2vsXJDY1_shared_170751
alfalfaRep2vsXJDY1_shared_1707636,alfalfaRep2vsXJDY1_shared_1707636
alfalfaRep2vsXJDY1_shared_1708263,alfalfaRep2vsXJDY1_shared_1708263
alfalfaRep2vsXJDY1_shared_1709232,alfalfaRep2vsXJDY1_shared_1709232
alfalfaRep2vsXJDY1_shared_1709731,alfalfaRep2vsXJDY1_shared_1709731
alfalfaRep2vsXJDY1_shared_1711365,alfalfaRep2vsXJDY1_shared_1711365
alfalfaRep2vsXJDY1_shared_1711873,alfalfaRep2vsXJDY1_shared_1711873
alfalfaRep2vsXJDY1_shared_1712976,alfalfaRep2vsXJDY1_shared_1712976
alfalfaRep2vsXJDY1_shared_1714157,alfalfaRep2vsXJDY1_shared_1714157
alfalfaRep2vsXJDY1_shared_1715210,alfalfaRep2vsXJDY1_shared_1715210
alfalfaRep2vsXJDY1_shared_1715839,alfalfaRep2vsXJDY1_shared_1715839
alfalfaRep2vsXJDY1_shared_1716664,alfalfaRep2vsXJDY1_shared_1716664
alfalfaRep2vsXJDY1_shared_1716979,alfalfaRep2vsXJDY1_shared_1716979
alfalfaRep2vsXJDY1_shared_1718142,alfalfaRep2vsXJDY1_shared_1718142
alfalfaRep2vsXJDY1_shared_1719457,alfalfaRep2vsXJDY1_shared_1719457
alfalfaRep2vsXJDY1_shared_1720304,alfalfaRep2vsXJDY1_shared_1720304
alfalfaRep2vsXJDY1_shared_1721780,alfalfaRep2vsXJDY1_shared_1721780
alfalfaRep2vsXJDY1_shared_1722433,alfalfaRep2vsXJDY1_shared_1722433
alfalfaRep2vsXJDY1_shared_1723433,alfalfaRep2vsXJDY1_shared_1723433
alfalfaRep2vsXJDY1_shared_1724840,alfalfaRep2vsXJDY1_shared_1724840
alfalfaRep2vsXJDY1_shared_1725488,alfalfaRep2vsXJDY1_shared_1725488
alfalfaRep2vsXJDY1_shared_1725956,alfalfaRep2vsXJDY1_shared_1725956
